phrase,esco_uri,esco_label,cosine_sim,matched
complex algorithms,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.825,True
complex analysis,,,0.4115,False
complex animation,http://data.europa.eu/esco/skill/1c00bc98-2713-4c62-82c5-6d86f2e6a4cb,principles of animation,0.7793,True
complex assemblies solidworks,,,0.5438,False
complex data,,,0.5971,False
complex employee,,,0.5409,False
complex enterprise,,,0.6481,False
complex environmental,,,0.673,False
complex igaming,,,0.4809,False
complex integer,,,0.3853,False
complex soc,,,0.5369,False
complex socio ecological,,,0.66,False
complex technical,,,0.6745,False
complex variable,,,0.3392,False
complex variables,,,0.3528,False
complex variables significant,,,0.3429,False
complex web,,,0.6646,False
complex workflowsdata migration,,,0.5695,False
complexities,,,0.4917,False
complexity,,,0.6483,False
complexity algorithms according,,,0.7096,False
complexity assessments,,,0.6375,False
complexity based turing,,,0.5268,False
complexity boolean,,,0.488,False
complexity classes np,,,0.42,False
complexity computability,,,0.5832,False
complexity computability introduce,,,0.5834,False
complexity discrete mathematics,,,0.5709,False
compliance agent deployment,,,0.6097,False
compliance officer game,,,0.5486,False
compliance pci dss,,,0.4854,False
compliance regulations,http://data.europa.eu/esco/skill/b618584f-6bdf-4d8f-89a7-f28c2c95afc2,comply with regulations,0.8503,True
compliance restricted promotion,,,0.5696,False
compliance security,http://data.europa.eu/esco/skill/1c2978b8-bb0d-4249-9c23-877571a4dffa,cloud security and compliance,0.7555,True
compliant,,,0.5471,False
component,,,0.6609,False
component powers donation,,,0.5093,False
components maximum,,,0.5748,False
compose,,,0.724,False
composition color,,,0.6771,False
composition color lighting,,,0.6792,False
composition experience storyboarding,,,0.665,False
composting biogas,,,0.7307,False
comprehend interpret,,,0.6978,False
comprehend interpret scientific,,,0.5488,False
comprehension,,,0.667,False
comprehension reproduction,,,0.5792,False
comprehension reproduction skills,,,0.4994,False
comprehension reproduction speaking,,,0.5226,False
comprehension writing,,,0.5794,False
comprehensive documentation,http://data.europa.eu/esco/skill/2636b3d3-843e-46a9-8b4c-a9d6ca3f5a2d,provide technical documentation,0.7883,True
comprehensive medical insurance,,,0.5728,False
comprehensive platform,,,0.6407,False
compressible,,,0.5117,False
compression,,,0.586,False
compression achievable limits,,,0.4792,False
compression data digital,,,0.6803,False
compression techniques,,,0.5484,False
computability,,,0.6424,False
computability interconnections,,,0.5515,False
computability interconnections key,,,0.4296,False
computability interconnections properties,,,0.4952,False
computable function existence,,,0.4122,False
computable probabilistic models,,,0.4592,False
computation,,,0.6418,False
computation comprises fundamental,,,0.5902,False
computation course,,,0.614,False
computation greatest,,,0.4485,False
computation protocols instructor,,,0.5075,False
computational,,,0.7406,False
computational algebraic,,,0.6083,False
computational algebraic geometry,,,0.5657,False
computational algorithms,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.9093,True
computational algorithms numerical,,,0.6551,False
computational algorithms solving,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.7615,True
computational arising,,,0.7115,False
computational arising outline,,,0.553,False
computational biology,http://data.europa.eu/esco/skill/e464363b-8346-421d-9035-52118b76d8c8,computational biology,1.0,True
computational biology course,http://data.europa.eu/esco/skill/e464363b-8346-421d-9035-52118b76d8c8,computational biology,0.7852,True
computational chemistry drug,http://data.europa.eu/esco/skill/d663e407-33c6-4397-b40e-dced5ebe20b5,computational chemistry,0.8121,True
computational complexity,,,0.6295,False
computational complexity based,,,0.6463,False
computational complexity turing,,,0.5223,False
computational geometry,http://data.europa.eu/esco/skill/21dfab2e-f954-49ab-8fb6-18cc98cf10bb,geometry,0.7717,True
computational geometry familiarize,,,0.6565,False
computational geometry main,,,0.7234,False
computational geometry plane,,,0.6378,False
computational linear,,,0.586,False
computational linear algebra,,,0.546,False
computational logic,http://data.europa.eu/esco/skill/2c4e11ef-da18-4e19-816b-e6bc19e12424,use logic programming,0.7889,True
computational logic familiarize,,,0.6761,False
computational logic methods,,,0.7185,False
computational mathematics present,,,0.7047,False
computational models abstract,,,0.6745,False
computational optimization course,,,0.5929,False
computational power,,,0.616,False
computational problems,,,0.6961,False
computational problems arising,,,0.6269,False
computational science,http://data.europa.eu/esco/skill/5b26f08b-88bc-45f0-b901-530d7786466b,scientific computing,0.8261,True
computational sciences applying,,,0.7395,False
computational sciences led,,,0.7418,False
computational sciences mathematical,http://data.europa.eu/esco/skill/896c43c3-0af9-41e3-867b-56b1ffda0b3e,computational physics,0.8157,True
computational techniques simulation,http://data.europa.eu/esco/skill/0823ccef-813f-4f22-afef-ac0d68615e8f,computer simulation,0.8222,True
computations,,,0.6655,False
compute,,,0.6464,False
compute engine artifact,,,0.4252,False
compute platform,,,0.6466,False
compute platform gpus,,,0.535,False
computed,,,0.451,False
computed information,,,0.5484,False
computer,,,0.6681,False
computer aided,,,0.7146,False
computer aided design,,,0.7206,False
computer aided manufacturing,,,0.6625,False
computer architecture,http://data.europa.eu/esco/skill/e043aeeb-78f5-4049-afbf-12bba52225bc,hardware architectures,0.8595,True
computer architecture assembly,http://data.europa.eu/esco/skill/47b9bbcf-356c-4782-83a4-7f5a1b2b51a3,Assembly (computer programming),0.7571,True
computer design teach,http://data.europa.eu/esco/skill/b820c9de-4d00-4e79-9af9-33f26044ff42,teach computer science,0.7866,True
computer engineering,http://data.europa.eu/esco/skill/89f6560b-2194-45c9-9ece-d33049a73eef,computer engineering,1.0,True
computer engineering electrical,http://data.europa.eu/esco/skill/3e40c7d0-0e36-4b33-bc33-0aa87eda0561,electrical engineering,0.8194,True
computer engineering equivalent,http://data.europa.eu/esco/skill/89f6560b-2194-45c9-9ece-d33049a73eef,computer engineering,0.8061,True
computer engineering field.,http://data.europa.eu/esco/skill/89f6560b-2194-45c9-9ece-d33049a73eef,computer engineering,0.8447,True
computer engineering informatics,,,0.7179,False
computer graphics,http://data.europa.eu/esco/skill/afda6ca0-7aa8-41ef-ba5e-8dc607839daf,computer graphics,1.0,True
computer graphics applied,http://data.europa.eu/esco/skill/afda6ca0-7aa8-41ef-ba5e-8dc607839daf,computer graphics,0.8921,True
computer graphics course,,,0.7219,False
computer implementation,,,0.6901,False
computer information,,,0.7163,False
computer interaction,http://data.europa.eu/esco/skill/9136cbf1-7916-4f1c-bc9a-0318ee1d6016,human-computer interaction,0.8761,True
computer interaction hci,,,0.7227,False
computer memory,,,0.5735,False
computer memory strings,,,0.5137,False
computer modeling,,,0.7405,False
computer modeling approaches,,,0.6903,False
computer modeling electrodynamic,,,0.6543,False
computer modeling principles,,,0.6383,False
computer modeling radiophysical,,,0.4982,False
computer modeling scope,,,0.6128,False
computer network,http://data.europa.eu/esco/skill/2164e860-7f20-48bc-b98c-5d9f8a561550,design computer network,0.7912,True
computer network security,,,0.7351,False
computer networks,,,0.745,False
computer networks introduce,,,0.7397,False
computer networks outline,http://data.europa.eu/esco/skill/2164e860-7f20-48bc-b98c-5d9f8a561550,design computer network,0.7962,True
computer networks protocols,,,0.7289,False
computer networks solutions,,,0.7436,False
computer networks study,,,0.7079,False
computer networks telecommunication,,,0.6925,False
computer programs,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,computer programming,0.8571,True
computer science,http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,computer science,1.0,True
computer science course,http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,computer science,0.8446,True
computer science discipline,http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,computer science,0.8301,True
computer science emphasis,http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,computer science,0.8038,True
computer science explores,http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,computer science,0.8105,True
computer science minimum,,,0.7325,False
computer science related,http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,computer science,0.8879,True
computer science specialization,http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,computer science,0.8177,True
computer science students,http://data.europa.eu/esco/skill/b820c9de-4d00-4e79-9af9-33f26044ff42,teach computer science,0.8284,True
computer science technical,http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,computer science,0.8459,True
computer simulation programs,http://data.europa.eu/esco/skill/0823ccef-813f-4f22-afef-ac0d68615e8f,computer simulation,0.9019,True
computer technology modeling,,,0.6529,False
computer vision,http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669,computer vision,1.0,True
computer vision applications,http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669,computer vision,0.8513,True
computer vision computer,http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669,computer vision,0.8498,True
computer vision course,,,0.7184,False
computer vision engineer,,,0.7166,False
computer vision introduce,http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669,computer vision,0.8539,True
computer vision particular,http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669,computer vision,0.8484,True
computer vision particularly,http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669,computer vision,0.8487,True
computer vision techniques,http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669,computer vision,0.8609,True
computers,http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5,computer technology,0.7699,True
computers construct highly,,,0.6578,False
computers coverage,,,0.6643,False
computers cultivate,,,0.6117,False
computers cultivate algorithmic,,,0.6366,False
computers foster algorithmic,,,0.6777,False
computers learn data,,,0.6051,False
computing,http://data.europa.eu/esco/skill/5b26f08b-88bc-45f0-b901-530d7786466b,scientific computing,0.7616,True
computing cloud,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,0.795,True
computing cloud computing,,,0.7193,False
computing cloud systems,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,0.7671,True
computing course,,,0.6962,False
computing draw,,,0.6725,False
computing draw investigative,,,0.6569,False
computing fintech ai,,,0.5376,False
computing informatics,,,0.7351,False
computing networks,,,0.7274,False
computing networks telecommunications,,,0.6801,False
computing paradigms parallelization,,,0.6266,False
computing students,,,0.6463,False
computing systems,,,0.715,False
computing systems characteristics,,,0.6487,False
computing systems distributed,http://data.europa.eu/esco/skill/897b393f-e7e0-4248-a40d-d77119694e83,distributed computing,0.9065,True
computing systems networks,,,0.6146,False
computing systems productivity,,,0.5979,False
computing technologies students,,,0.7382,False
concentrates,,,0.5146,False
concept abstract,,,0.679,False
concept channel,,,0.5546,False
concept linear mapping,,,0.478,False
concept multivariate reduction,,,0.5815,False
concept storyboarding,http://data.europa.eu/esco/skill/2344fb75-9deb-4e6e-b485-3e30df082920,create storyboards,0.7514,True
concept sustainable cities,http://data.europa.eu/esco/skill/538f8bc6-a5bf-422b-8112-5ad3fe9de9a0,urban sustainability,0.824,True
concepts analytic geometry,,,0.6828,False
concepts analytical,,,0.712,False
concepts analytics metrics,,,0.643,False
concepts applications generative,,,0.5127,False
concepts artificial intelligence,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,principles of artificial intelligence,0.7501,True
concepts cashflows,,,0.7239,False
concepts classical algebraic,,,0.4832,False
concepts conceptual logic,,,0.5777,False
concepts creative solutionscollaborate,,,0.6513,False
concepts digital signal,,,0.6274,False
concepts double triple,,,0.5594,False
concepts effectivelyexperience email,,,0.5994,False
concepts financial mathematics,,,0.6676,False
concepts logical programming,http://data.europa.eu/esco/skill/2c4e11ef-da18-4e19-816b-e6bc19e12424,use logic programming,0.7725,True
concepts matlab programming,http://data.europa.eu/esco/skill/c3a03c5a-c260-4c26-9b9a-873abb396f4d,MATLAB,0.8399,True
concepts methodologiesknowledge sql,,,0.5075,False
concepts oop sdlc,,,0.5439,False
concepts properties,,,0.6287,False
concepts quantum physics,http://data.europa.eu/esco/skill/d460032f-f49e-4b70-90c2-ba563aee14be,quantum mechanics,0.8084,True
concepts social psychology,http://data.europa.eu/esco/skill/dff7260b-0879-4d4a-98db-0866c64e08ec,psychological concepts,0.8503,True
concepts tangent plane,,,0.4632,False
concepts vector,,,0.5653,False
conceptscollaborate designers,,,0.6505,False
conceptual,,,0.5982,False
conceptual physics course,,,0.7102,False
conceptualize execute cinematic,,,0.5215,False
concerns,,,0.4994,False
concerns carry duties,,,0.5904,False
concerns employees ensure,,,0.6677,False
concert halls immersive,,,0.559,False
concert venues responsibilitiesdevelopment,,,0.7101,False
concisely,,,0.4633,False
concrete,http://data.europa.eu/esco/skill/46994031-5490-4a02-9937-c61f6e2d4fc9,pour concrete,0.7984,True
concurrency,http://data.europa.eu/esco/skill/25b291b5-8245-4d9d-b391-86a8a31d7109,use concurrent programming,0.8211,True
concurrency asynchronous,,,0.6741,False
concurrency control,http://data.europa.eu/esco/skill/25b291b5-8245-4d9d-b391-86a8a31d7109,use concurrent programming,0.7818,True
concurrency control concepts,http://data.europa.eu/esco/skill/25b291b5-8245-4d9d-b391-86a8a31d7109,use concurrent programming,0.7552,True
concurrency control database,,,0.6406,False
concurrently,,,0.7344,False
concurrently control systems,,,0.7299,False
concurrently promote,,,0.5382,False
condition,,,0.4808,False
condition completeness,,,0.4131,False
condition completeness schematics,,,0.4744,False
conditional,,,0.4983,False
conditional expectation markov,,,0.428,False
conditional inhomogeneous models,,,0.5032,False
conditional loop operators,,,0.3819,False
